country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",4/19/2024 21:00:00,23.233584,77.400574,PM10,53,164,95
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",4/19/2024 21:00:00,23.233584,77.400574,SO2,14,26,21
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",4/19/2024 21:00:00,26.203442,78.193251,NO2,4,85,20
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",4/19/2024 21:00:00,26.203442,78.193251,OZONE,10,45,31
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",4/19/2024 21:00:00,26.200388,78.147714,PM10,32,316,113
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",4/19/2024 21:00:00,26.200388,78.147714,NH3,3,30,8
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",4/19/2024 21:00:00,22.431,75.5213,CO,30,90,53
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",4/19/2024 21:00:00,22.7524,75.8872,PM2.5,28,136,53
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",4/19/2024 21:00:00,22.7084,75.8815,PM2.5,22,54,35
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",4/19/2024 21:00:00,23.163174,79.973061,PM10,47,83,64
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",4/19/2024 21:00:00,23.163174,79.973061,NO2,11,57,26
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",4/19/2024 21:00:00,23.142888,79.916147,PM2.5,5,97,54
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",4/19/2024 21:00:00,23.142888,79.916147,NO2,15,123,45
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",4/19/2024 21:00:00,23.142888,79.916147,OZONE,3,101,68
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",4/19/2024 21:00:00,23.168606,79.932247,SO2,6,23,14
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",4/19/2024 21:00:00,23.168606,79.932247,OZONE,1,97,65
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",4/19/2024 21:00:00,24.2613009,80.7231783,PM2.5,11,52,29
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",4/19/2024 21:00:00,24.2613009,80.7231783,CO,54,64,55
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",4/19/2024 21:00:00,23.331731,75.045981,PM2.5,1,276,102
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",4/19/2024 21:00:00,23.838586,78.759431,CO,12,57,21
India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",4/19/2024 21:00:00,23.8640158,78.80289321,NO2,23,24,23
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",4/19/2024 21:00:00,24.10897,82.64558,PM10,117,325,179
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",4/19/2024 21:00:00,24.10897,82.64558,CO,57,94,70
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",4/19/2024 21:00:00,23.182719,75.768218,OZONE,87,133,115
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",4/19/2024 21:00:00,19.10122,74.73339,NO2,17,164,54
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",4/19/2024 21:00:00,20.9402359,77.7895248,NO2,9,83,29
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",4/19/2024 21:00:00,20.939198,77.765701,PM10,76,410,125
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",4/19/2024 21:00:00,19.863756,75.321188,OZONE,17,113,79
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",4/19/2024 21:00:00,19.16485,73.23409,CO,14,52,22
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",4/19/2024 21:00:00,19.309073,73.057223,SO2,19,24,21
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",4/19/2024 21:00:00,19.786089,72.757971,CO,10,29,19
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",4/19/2024 21:00:00,19.9629,79.298714,NO2,10,56,26
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",4/19/2024 21:00:00,19.9629,79.298714,CO,25,35,26
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",4/19/2024 21:00:00,19.9775302,79.2337086,PM10,67,168,107
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",4/19/2024 21:00:00,20.918946,74.776388,OZONE,19,87,82
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",4/19/2024 21:00:00,21.001264,75.565602,SO2,15,22,18
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",4/19/2024 21:00:00,21.001264,75.565602,OZONE,20,155,112
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",4/19/2024 21:00:00,19.854616,75.905894,NO2,5,41,22
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",4/19/2024 21:00:00,19.854616,75.905894,OZONE,14,302,108
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",4/19/2024 21:00:00,19.25292,73.142019,NO2,31,48,38
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",4/19/2024 21:00:00,18.1023399,73.4783687,PM10,11,198,97
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",4/19/2024 21:00:00,19.065931,72.862131,OZONE,17,57,48
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",4/19/2024 21:00:00,18.9767,72.838,OZONE,19,63,51
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",4/19/2024 21:00:00,19.11074,72.86084,CO,8,56,28
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",4/19/2024 21:00:00,19.11074,72.86084,OZONE,16,41,36
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",4/19/2024 21:00:00,19.2058,72.8682,NH3,5,35,8
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",4/19/2024 21:00:00,19.2058,72.8682,CO,28,34,30
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",4/19/2024 21:00:00,19.0632143,72.8456324,NO2,16,55,31
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",4/19/2024 21:00:00,19.1653323,72.922099,CO,31,34,33
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",4/19/2024 21:00:00,19.0863,72.8888,NO2,15,20,17
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",4/19/2024 21:00:00,18.96702,72.84214,PM2.5,44,322,93
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",4/19/2024 21:00:00,18.96702,72.84214,NH3,18,43,28
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",4/19/2024 21:00:00,19.175,72.9419,PM2.5,47,169,71
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",4/19/2024 21:00:00,19.175,72.9419,NO2,20,24,22
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",4/19/2024 21:00:00,18.897756,72.81332,CO,22,44,25
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",4/19/2024 21:00:00,19.1375,72.915056,PM10,59,124,88
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",4/19/2024 21:00:00,19.173852,77.296291,OZONE,23,143,99
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",4/19/2024 21:00:00,20.0073285,73.7762427,NO2,7,21,15
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",4/19/2024 21:00:00,20.0073285,73.7762427,SO2,1,13,4
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",4/19/2024 21:00:00,20.0073285,73.7762427,OZONE,17,82,50
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",4/19/2024 21:00:00,19.090337,73.014232,PM10,58,143,104
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",4/19/2024 21:00:00,19.090337,73.014232,NO2,22,84,41
India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",4/19/2024 21:00:00,19.1135051,73.008978,NO2,84,88,86
India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",4/19/2024 21:00:00,19.1135051,73.008978,CO,102,113,106
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",4/19/2024 21:00:00,19.063,73.1209,PM2.5,47,95,74
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",4/19/2024 21:00:00,19.063,73.1209,NO2,36,120,57
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",4/19/2024 21:00:00,19.265594,76.761463,PM2.5,62,271,115
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",4/19/2024 21:00:00,18.63673,73.82487,PM2.5,32,140,79
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",4/19/2024 21:00:00,18.63673,73.82487,CO,14,28,17
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",4/19/2024 21:00:00,18.63673,73.82487,OZONE,30,152,117
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",4/19/2024 21:00:00,18.59051,73.77946,PM10,15,104,61
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",4/19/2024 21:00:00,18.616318,73.765797,NO2,13,74,37
India,Maharashtra,Pune,"Bhosari, Pune - IITM",4/19/2024 21:00:00,18.640051,73.848956,OZONE,70,87,78
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",4/19/2024 21:00:00,18.57304,73.927715,PM2.5,19,82,54
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",4/19/2024 21:00:00,18.57304,73.927715,OZONE,66,132,98
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",4/19/2024 21:00:00,18.547056,73.826908,OZONE,80,162,116
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM",4/19/2024 21:00:00,18.664282,73.763966,PM10,46,106,81
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",4/19/2024 21:00:00,17.6336264,75.9132495,PM2.5,38,113,73
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",4/19/2024 21:00:00,17.65439,75.90649,PM2.5,60,136,89
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",4/19/2024 21:00:00,17.6599188,75.9063906,PM2.5,50,50,50
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",4/19/2024 21:00:00,17.6599188,75.9063906,NO2,53,54,54
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",4/19/2024 21:00:00,17.6599188,75.9063906,SO2,101,105,103
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",4/19/2024 21:00:00,19.26777,72.97182,OZONE,6,83,64
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",4/19/2024 21:00:00,19.222279,72.957979,SO2,2,20,8
India,Manipur,Imphal,"Manipur University, Imphal - Manipur PCB",4/19/2024 21:00:00,24.7524239,93.9286218,PM2.5,32,144,61
India,Manipur,Imphal,"Manipur University, Imphal - Manipur PCB",4/19/2024 21:00:00,24.7524239,93.9286218,OZONE,1,33,15
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",4/19/2024 21:00:00,22.1166054,85.3945546,PM10,130,416,206
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",4/19/2024 21:00:00,21.941841,86.728318,PM2.5,145,330,219
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",4/19/2024 21:00:00,20.34652,85.8163,PM10,46,155,92
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB",4/19/2024 21:00:00,22.245,84.88111111,CO,6,101,13
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",4/19/2024 21:00:00,20.9360711,85.1707021,NO2,17,28,22
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",4/19/2024 21:00:00,20.9360711,85.1707021,SO2,67,102,86
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",4/19/2024 21:00:00,11.9309,79.8027,OZONE,1,76,26
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",4/19/2024 21:00:00,31.62,74.876512,PM10,67,90,78
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",4/19/2024 21:00:00,30.233011,74.907758,SO2,18,103,49
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",4/19/2024 21:00:00,31.321907,75.578914,CO,19,54,34
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",4/19/2024 21:00:00,30.736056,76.209694,SO2,8,76,19
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",4/19/2024 21:00:00,30.9028,75.8086,PM10,79,135,104
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",4/19/2024 21:00:00,31.0325454,76.5623046,SO2,10,13,11
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",4/19/2024 21:00:00,26.470859,74.646594,SO2,10,15,13
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",4/19/2024 21:00:00,26.470859,74.646594,CO,5,92,21
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",4/19/2024 21:00:00,23.55519,74.44001,PM10,44,100,65
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",4/19/2024 21:00:00,25.106006,76.469948,CO,10,30,21
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",4/19/2024 21:00:00,25.747299,71.393989,OZONE,5,102,94
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",4/19/2024 21:00:00,27.215415,77.50873,PM10,92,211,135
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",4/19/2024 21:00:00,27.215415,77.50873,NO2,9,74,35
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",4/19/2024 21:00:00,28.194909,76.862296,PM10,103,293,169
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",4/19/2024 21:00:00,28.194909,76.862296,CO,16,184,82
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",4/19/2024 21:00:00,28.207266,76.829265,PM2.5,18,328,96
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",4/19/2024 21:00:00,28.207266,76.829265,SO2,4,22,11
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",4/19/2024 21:00:00,28.018792,73.292658,PM10,106,477,220
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",4/19/2024 21:00:00,28.018792,73.292658,CO,10,25,16
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",4/19/2024 21:00:00,24.892047,74.623527,CO,10,28,12
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",4/19/2024 21:00:00,28.296139,74.961696,PM2.5,27,182,72
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",4/19/2024 21:00:00,26.699557,77.898881,NO2,10,58,23
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",4/19/2024 21:00:00,26.699557,77.898881,NH3,8,10,9
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",4/19/2024 21:00:00,29.61075,74.283608,PM2.5,40,223,101
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",4/19/2024 21:00:00,29.61075,74.283608,OZONE,13,52,45
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",4/19/2024 21:00:00,26.843698,75.766894,OZONE,79,82,80
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",4/19/2024 21:00:00,26.9164092,75.7994901,SO2,5,48,27
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",4/19/2024 21:00:00,26.9164092,75.7994901,CO,4,60,35
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",4/19/2024 21:00:00,26.786682,75.827928,PM2.5,21,101,55
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",4/19/2024 21:00:00,26.786682,75.827928,NO2,19,102,45
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",4/19/2024 21:00:00,24.588397,76.172782,OZONE,5,75,66
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",4/19/2024 21:00:00,26.268249,73.0193853,NO2,3,64,30
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",4/19/2024 21:00:00,26.29581,73.082283,PM2.5,22,63,42
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",4/19/2024 21:00:00,26.215415,73.070156,PM2.5,26,130,52
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",4/19/2024 21:00:00,26.215415,73.070156,NO2,3,53,19
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",4/19/2024 21:00:00,25.16409,75.858137,PM10,55,152,76
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",4/19/2024 21:00:00,27.213494,73.734444,PM10,61,342,173
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",4/19/2024 21:00:00,27.213494,73.734444,CO,10,22,11
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",4/19/2024 21:00:00,24.041198,74.780702,PM2.5,20,106,44
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",4/19/2024 21:00:00,24.041198,74.780702,PM10,43,450,159
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",4/19/2024 21:00:00,24.041198,74.780702,NH3,4,21,7
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",4/19/2024 21:00:00,25.03636,73.883502,NH3,1,11,5
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",4/19/2024 21:00:00,26.031443,76.359327,PM10,55,144,93
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",4/19/2024 21:00:00,26.031443,76.359327,NO2,2,40,11
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",4/19/2024 21:00:00,27.608912,75.153302,CO,2,30,13
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",4/19/2024 21:00:00,27.608912,75.153302,OZONE,39,88,80
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",4/19/2024 21:00:00,26.159933,75.780517,PM2.5,12,97,43
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",4/19/2024 21:00:00,24.5886166,73.6321397,NH3,11,19,14
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",4/19/2024 21:00:00,17.393559,78.339194,NO2,7,10,8
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",4/19/2024 21:00:00,17.37206,78.50864,OZONE,2,57,51
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",4/19/2024 21:00:00,17.528544,78.286195,PM10,69,86,80
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",4/19/2024 21:00:00,17.528544,78.286195,NO2,9,11,9
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",4/19/2024 21:00:00,17.349694,78.451437,PM10,33,154,80
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",4/19/2024 21:00:00,23.8175497,91.2726974,PM10,50,188,99
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",4/19/2024 21:00:00,30.075911,78.2859547,PM10,50,500,94
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",4/19/2024 21:00:00,26.181742,91.78063,PM2.5,53,341,94
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",4/19/2024 21:00:00,26.181742,91.78063,CO,18,30,19
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",4/19/2024 21:00:00,26.349082,92.68449,PM2.5,65,97,78
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",4/19/2024 21:00:00,26.446912,91.439057,PM2.5,43,95,65
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",4/19/2024 21:00:00,26.446912,91.439057,NO2,9,20,13
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",4/19/2024 21:00:00,26.80365,84.51954,PM10,125,314,174
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",4/19/2024 21:00:00,25.251013,86.989001,SO2,12,19,16
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",4/19/2024 21:00:00,25.265194,87.012947,OZONE,9,76,49
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",4/19/2024 21:00:00,25.204762,85.51496,PM2.5,42,85,59
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",4/19/2024 21:00:00,25.204762,85.51496,CO,42,66,51
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",4/19/2024 21:00:00,25.7808257,84.7446768,PM10,143,410,198
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",4/19/2024 21:00:00,25.7808257,84.7446768,NO2,19,28,23
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",4/19/2024 21:00:00,25.560083,87.553265,OZONE,9,15,13
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",4/19/2024 21:00:00,26.63086,84.90051,OZONE,27,82,42
India,Bihar,Munger,"Town Hall, Munger - BSPCB",4/19/2024 21:00:00,25.376776,86.471523,OZONE,17,95,50
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",4/19/2024 21:00:00,26.1209,85.3647,PM2.5,61,308,163
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",4/19/2024 21:00:00,25.599486,85.113666,CO,28,74,43
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",4/19/2024 21:00:00,25.599486,85.113666,OZONE,7,92,60
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",4/19/2024 21:00:00,25.366336,87.117468,NH3,7,11,8
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",4/19/2024 21:00:00,30.735567,76.775714,PM2.5,18,93,53
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",4/19/2024 21:00:00,30.735567,76.775714,NO2,14,100,44
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",4/19/2024 21:00:00,30.751462,76.762879,PM2.5,97,211,146
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",4/19/2024 21:00:00,21.185571,81.343175,PM2.5,20,44,35
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",4/19/2024 21:00:00,22.08815,82.13737,CO,32,102,51
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",4/19/2024 21:00:00,22.368195,82.746431,NO2,22,53,38
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",4/19/2024 21:00:00,22.348441,82.549611,PM2.5,41,267,100
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",4/19/2024 21:00:00,21.219665,81.630094,PM2.5,22,54,35
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",4/19/2024 21:00:00,21.371751,81.664929,NO2,25,83,52
India,Delhi,Delhi,"Alipur, Delhi - DPCC",4/19/2024 21:00:00,28.815329,77.15301,PM10,103,401,202
India,Delhi,Delhi,"Alipur, Delhi - DPCC",4/19/2024 21:00:00,28.815329,77.15301,NO2,9,97,50
India,Delhi,Delhi,"Alipur, Delhi - DPCC",4/19/2024 21:00:00,28.815329,77.15301,OZONE,1,86,61
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",4/19/2024 21:00:00,28.695381,77.181665,OZONE,2,35,20
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",4/19/2024 21:00:00,28.4706914,77.1099364,PM10,117,225,169
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",4/19/2024 21:00:00,28.7256504,77.2011573,PM2.5,4,339,174
India,Delhi,Delhi,"DTU, Delhi - CPCB",4/19/2024 21:00:00,28.7500499,77.1112615,OZONE,27,94,67
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",4/19/2024 21:00:00,28.5710274,77.0719006,OZONE,2,46,24
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",4/19/2024 21:00:00,28.58028,77.233829,PM10,96,190,135
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",4/19/2024 21:00:00,28.588333,77.221667,NH3,7,11,9
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",4/19/2024 21:00:00,28.588333,77.221667,CO,58,66,60
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",4/19/2024 21:00:00,28.5918245,77.2273074,OZONE,35,73,61
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",4/19/2024 21:00:00,28.611281,77.237738,PM2.5,42,183,81
India,Delhi,Delhi,"Mundka, Delhi - DPCC",4/19/2024 21:00:00,28.684678,77.076574,PM10,107,491,248
India,Delhi,Delhi,"Mundka, Delhi - DPCC",4/19/2024 21:00:00,28.684678,77.076574,SO2,9,26,17
India,Delhi,Delhi,"Mundka, Delhi - DPCC",4/19/2024 21:00:00,28.684678,77.076574,CO,24,92,36
India,Delhi,Delhi,"Narela, Delhi - DPCC",4/19/2024 21:00:00,28.822836,77.101981,PM2.5,33,391,127
India,Delhi,Delhi,"Narela, Delhi - DPCC",4/19/2024 21:00:00,28.822836,77.101981,PM10,107,416,218
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA",4/19/2024 21:00:00,28.57834,77.184,CO,12,114,37
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",4/19/2024 21:00:00,28.530785,77.271255,PM2.5,18,120,62
India,Delhi,Delhi,"Pusa, Delhi - DPCC",4/19/2024 21:00:00,28.639652,77.146275,NH3,1,13,8
India,Delhi,Delhi,"Rohini, Delhi - DPCC",4/19/2024 21:00:00,28.732528,77.11992,PM10,126,500,254
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",4/19/2024 21:00:00,28.5504249,77.2159377,NO2,65,104,88
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",4/19/2024 21:00:00,28.5504249,77.2159377,NH3,10,20,16
