country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",4/19/2024 21:00:00,28.672342,77.31526,PM10,109,416,205
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",4/19/2024 21:00:00,28.672342,77.31526,CO,3,100,27
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",4/19/2024 21:00:00,22.977134,72.553024,CO,48,57,50
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",4/19/2024 21:00:00,23.020509,72.579261,SO2,5,11,7
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",4/19/2024 21:00:00,23.04307,72.562968,PM2.5,45,164,94
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",4/19/2024 21:00:00,23.04307,72.562968,PM10,53,132,98
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",4/19/2024 21:00:00,23.221714,72.654328,PM10,40,116,84
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",4/19/2024 21:00:00,20.362421,72.918013,SO2,51,53,52
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",4/19/2024 21:00:00,30.379589,76.778328,OZONE,29,52,40
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",4/19/2024 21:00:00,28.39072,77.30059,PM10,119,330,196
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",4/19/2024 21:00:00,28.39072,77.30059,OZONE,26,165,51
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",4/19/2024 21:00:00,28.4417,77.3217,CO,57,64,61
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",4/19/2024 21:00:00,29.503664,75.467934,PM10,80,452,167
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",4/19/2024 21:00:00,29.503664,75.467934,NH3,10,11,10
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",4/19/2024 21:00:00,29.503664,75.467934,SO2,10,11,11
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",4/19/2024 21:00:00,29.8006,76.4155,SO2,1,27,10
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",4/19/2024 21:00:00,28.060249,76.113115,NO2,15,85,52
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",4/19/2024 21:00:00,28.060249,76.113115,OZONE,8,57,39
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",4/19/2024 21:00:00,28.52123,76.37138,NO2,47,56,51
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",4/19/2024 21:00:00,29.5364,75.0158,PM2.5,97,310,206
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",4/19/2024 21:00:00,29.5364,75.0158,PM10,78,250,138
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",4/19/2024 21:00:00,29.0272,77.0621,PM2.5,12,198,58
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",4/19/2024 21:00:00,29.0272,77.0621,SO2,12,29,20
India,Jharkhand,Dhanbad,"Kalakusuma, Dhanbad - DMC",4/19/2024 21:00:00,23.811548,86.481238,PM10,14,166,125
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",4/19/2024 21:00:00,15.888653,74.541751,CO,16,44,29
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",4/19/2024 21:00:00,13.029152,77.585901,PM2.5,49,130,72
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",4/19/2024 21:00:00,13.029152,77.585901,SO2,18,24,21
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",4/19/2024 21:00:00,12.938539,77.5901,PM2.5,30,77,50
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",4/19/2024 21:00:00,12.920984,77.584908,OZONE,27,29,27
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",4/19/2024 21:00:00,13.003872,77.664217,OZONE,14,171,106
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",4/19/2024 21:00:00,12.921418,77.502466,PM2.5,2,206,96
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",4/19/2024 21:00:00,12.917348,77.622813,OZONE,23,26,25
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",4/19/2024 21:00:00,15.459706,75.008381,CO,32,96,62
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",4/19/2024 21:00:00,13.1276288,78.1570122,NH3,12,45,36
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",4/19/2024 21:00:00,12.88925,74.853,PM2.5,51,75,63
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",4/19/2024 21:00:00,12.21041,76.37376,PM2.5,16,58,33
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",4/19/2024 21:00:00,12.21041,76.37376,OZONE,14,92,65
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",4/19/2024 21:00:00,13.377516,77.099072,CO,29,34,32
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",4/19/2024 21:00:00,16.802639,75.722694,SO2,2,10,5
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",4/19/2024 21:00:00,16.7602,77.1428,NO2,6,13,7
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",4/19/2024 21:00:00,16.7602,77.1428,CO,5,27,19
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",4/19/2024 21:00:00,16.7602,77.1428,OZONE,18,20,19
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",4/19/2024 21:00:00,8.8787,76.6073,CO,38,40,39
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",4/19/2024 21:00:00,8.5637,76.8865,PM10,80,93,86
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",4/19/2024 21:00:00,8.5149093,76.9435879,NO2,8,10,9
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",4/19/2024 21:00:00,23.264759,77.381568,SO2,16,24,19
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",4/19/2024 21:00:00,23.210494,77.425409,PM2.5,23,193,55
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",4/19/2024 21:00:00,23.210494,77.425409,CO,3,112,26
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",4/19/2024 21:00:00,23.233584,77.400574,NO2,12,73,31
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",4/19/2024 21:00:00,22.9682591,76.064118,NO2,12,15,13
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",4/19/2024 21:00:00,26.259242,78.216432,OZONE,18,109,78
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",4/19/2024 21:00:00,26.200388,78.147714,PM2.5,8,160,43
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",4/19/2024 21:00:00,22.431,75.5213,NO2,44,103,61
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",4/19/2024 21:00:00,22.431,75.5213,OZONE,21,75,60
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",4/19/2024 21:00:00,22.678,75.8559,OZONE,8,31,21
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",4/19/2024 21:00:00,23.142888,79.916147,PM10,49,142,79
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",4/19/2024 21:00:00,23.218135,79.95777,PM10,42,179,90
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",4/19/2024 21:00:00,23.10844,77.511428,CO,14,102,24
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",4/19/2024 21:00:00,22.624758,75.675238,PM2.5,12,53,30
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",4/19/2024 21:00:00,22.624758,75.675238,CO,40,56,49
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",4/19/2024 21:00:00,23.838586,78.759431,PM2.5,23,84,45
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",4/19/2024 21:00:00,23.838586,78.759431,NO2,7,80,25
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",4/19/2024 21:00:00,24.58434363,80.8549414,PM2.5,35,194,70
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",4/19/2024 21:00:00,24.10897,82.64558,SO2,38,77,46
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",4/19/2024 21:00:00,23.182719,75.768218,SO2,4,15,10
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",4/19/2024 21:00:00,20.719516,77.000253,PM2.5,33,64,47
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",4/19/2024 21:00:00,20.719516,77.000253,NH3,5,20,8
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",4/19/2024 21:00:00,20.9402359,77.7895248,CO,10,104,34
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",4/19/2024 21:00:00,20.9402359,77.7895248,OZONE,5,108,72
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",4/19/2024 21:00:00,20.939198,77.765701,NO2,4,180,51
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",4/19/2024 21:00:00,19.87562,75.38731,PM2.5,39,169,87
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",4/19/2024 21:00:00,19.87562,75.38731,CO,16,40,24
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",4/19/2024 21:00:00,19.863756,75.321188,SO2,10,48,27
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",4/19/2024 21:00:00,19.16485,73.23409,OZONE,5,103,75
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",4/19/2024 21:00:00,19.309073,73.057223,PM2.5,17,82,47
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",4/19/2024 21:00:00,19.309073,73.057223,OZONE,14,52,33
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",4/19/2024 21:00:00,19.786089,72.757971,PM2.5,11,302,95
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",4/19/2024 21:00:00,19.9629,79.298714,PM10,41,115,74
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",4/19/2024 21:00:00,19.9775302,79.2337086,PM2.5,47,158,81
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",4/19/2024 21:00:00,19.9775302,79.2337086,NO2,25,90,51
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",4/19/2024 21:00:00,19.9775302,79.2337086,SO2,20,23,21
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",4/19/2024 21:00:00,20.918946,74.776388,NO2,7,20,14
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",4/19/2024 21:00:00,19.25292,73.142019,SO2,27,41,33
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",4/19/2024 21:00:00,19.25292,73.142019,CO,18,27,19
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",4/19/2024 21:00:00,16.6870449,74.2505872,CO,39,100,64
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",4/19/2024 21:00:00,18.39963,76.57452,PM10,63,146,102
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",4/19/2024 21:00:00,18.39963,76.57452,CO,10,107,50
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",4/19/2024 21:00:00,18.1023399,73.4783687,PM2.5,13,258,109
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",4/19/2024 21:00:00,18.1023399,73.4783687,OZONE,9,113,57
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",4/19/2024 21:00:00,20.555712,74.529236,OZONE,20,106,97
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",4/19/2024 21:00:00,19.065931,72.862131,PM2.5,37,77,55
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",4/19/2024 21:00:00,19.065931,72.862131,NO2,4,26,8
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",4/19/2024 21:00:00,19.2243333,72.8658113,PM10,36,95,60
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",4/19/2024 21:00:00,19.2243333,72.8658113,OZONE,14,15,15
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",4/19/2024 21:00:00,18.9767,72.838,PM2.5,10,31,22
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",4/19/2024 21:00:00,19.0364585,72.8954371,PM2.5,50,105,74
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",4/19/2024 21:00:00,19.0364585,72.8954371,PM10,52,101,74
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",4/19/2024 21:00:00,19.0364585,72.8954371,CO,13,52,19
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",4/19/2024 21:00:00,19.0364585,72.8954371,OZONE,11,35,24
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",4/19/2024 21:00:00,19.083694,72.920967,PM2.5,18,54,39
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",4/19/2024 21:00:00,19.2058,72.8682,OZONE,30,31,30
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",4/19/2024 21:00:00,19.215859,72.831718,PM10,4,31,21
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",4/19/2024 21:00:00,19.215859,72.831718,NO2,10,109,22
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",4/19/2024 21:00:00,19.0632143,72.8456324,PM10,51,94,71
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",4/19/2024 21:00:00,19.0632143,72.8456324,OZONE,36,134,54
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",4/19/2024 21:00:00,19.175,72.9419,NH3,10,11,10
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",4/19/2024 21:00:00,18.897756,72.81332,PM10,53,105,73
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",4/19/2024 21:00:00,18.897756,72.81332,NH3,8,10,9
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",4/19/2024 21:00:00,19.000084,72.85673,CO,11,28,17
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",4/19/2024 21:00:00,19.060498,72.923356,PM10,59,123,82
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",4/19/2024 21:00:00,19.3832,72.8204,NO2,26,28,27
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",4/19/2024 21:00:00,19.10861,72.83622,NH3,9,11,10
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",4/19/2024 21:00:00,21.121801,79.04952,PM10,72,158,120
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",4/19/2024 21:00:00,21.121801,79.04952,CO,4,102,40
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",4/19/2024 21:00:00,21.14472,79.107595,NO2,7,52,21
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",4/19/2024 21:00:00,21.152875,79.0517531,NO2,16,158,58
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",4/19/2024 21:00:00,19.95022,73.73148,OZONE,9,96,79
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",4/19/2024 21:00:00,19.9591346,73.7788008,CO,4,29,17
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",4/19/2024 21:00:00,19.090337,73.014232,NH3,4,11,7
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",4/19/2024 21:00:00,19.008751,73.01662,PM10,86,195,127
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",4/19/2024 21:00:00,19.008751,73.01662,SO2,19,20,20
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",4/19/2024 21:00:00,19.063,73.1209,CO,8,24,13
India,Maharashtra,Pune,"Karve Road, Pune - MPCB",4/19/2024 21:00:00,18.5011743,73.8165527,SO2,9,23,16
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",4/19/2024 21:00:00,18.45445,73.854155,OZONE,11,60,42
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",4/19/2024 21:00:00,18.57304,73.927715,PM10,47,121,91
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",4/19/2024 21:00:00,18.530085,73.849598,OZONE,11,52,39
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",4/19/2024 21:00:00,16.5038,74.3623,NO2,11,28,18
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",4/19/2024 21:00:00,16.5038,74.3623,OZONE,42,191,138
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",4/19/2024 21:00:00,19.26777,72.97182,NO2,15,105,37
India,Maharashtra,Thane,"Pimpleshwar Mandir, Thane - MPCB",4/19/2024 21:00:00,19.192056,72.9585188,PM10,70,75,71
India,Maharashtra,Thane,"Pimpleshwar Mandir, Thane - MPCB",4/19/2024 21:00:00,19.192056,72.9585188,SO2,1,13,5
India,Maharashtra,Thane,"Pimpleshwar Mandir, Thane - MPCB",4/19/2024 21:00:00,19.192056,72.9585188,CO,4,124,60
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",4/19/2024 21:00:00,19.222279,72.957979,PM10,42,94,66
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",4/19/2024 21:00:00,19.222279,72.957979,CO,20,54,30
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",4/19/2024 21:00:00,19.222279,72.957979,OZONE,14,88,65
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",4/19/2024 21:00:00,19.235581,73.159121,OZONE,8,286,155
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",4/19/2024 21:00:00,19.445821,72.7988231,PM10,53,87,72
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",4/19/2024 21:00:00,19.445821,72.7988231,CO,8,54,22
India,Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB",4/19/2024 21:00:00,24.8207389,93.9423085,PM10,18,97,33
India,Manipur,Imphal,"Manipur University, Imphal - Manipur PCB",4/19/2024 21:00:00,24.7524239,93.9286218,SO2,88,93,90
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",4/19/2024 21:00:00,23.7176342,92.7192841,PM10,31,113,74
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",4/19/2024 21:00:00,20.832874,85.104082,PM2.5,58,354,208
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",4/19/2024 21:00:00,20.832874,85.104082,CO,1,140,122
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",4/19/2024 21:00:00,21.51161,86.89088,PM2.5,48,93,74
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",4/19/2024 21:00:00,21.51161,86.89088,PM10,127,185,148
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",4/19/2024 21:00:00,21.51161,86.89088,SO2,15,77,30
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",4/19/2024 21:00:00,21.51161,86.89088,CO,41,106,93
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",4/19/2024 21:00:00,22.1166054,85.3945546,CO,16,101,49
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",4/19/2024 21:00:00,21.941841,86.728318,CO,22,50,31
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",4/19/2024 21:00:00,20.24079,85.836784,SO2,1,35,11
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",4/19/2024 21:00:00,20.24079,85.836784,OZONE,3,349,85
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",4/19/2024 21:00:00,20.48891,85.84768,PM2.5,20,230,87
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",4/19/2024 21:00:00,20.48891,85.84768,PM10,59,170,111
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",4/19/2024 21:00:00,20.48891,85.84768,SO2,1,41,8
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",4/19/2024 21:00:00,22.18972222,84.86277778,PM10,84,262,160
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",4/19/2024 21:00:00,22.220833,84.809444,PM2.5,99,339,242
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",4/19/2024 21:00:00,22.220833,84.809444,PM10,88,421,173
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",4/19/2024 21:00:00,11.9309,79.8027,CO,17,27,23
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",4/19/2024 21:00:00,31.62,74.876512,PM2.5,67,90,78
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",4/19/2024 21:00:00,31.62,74.876512,OZONE,45,58,51
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",4/19/2024 21:00:00,30.233011,74.907758,PM2.5,54,343,178
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",4/19/2024 21:00:00,31.321907,75.578914,PM2.5,26,76,44
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",4/19/2024 21:00:00,30.736056,76.209694,PM2.5,63,201,105
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",4/19/2024 21:00:00,30.9028,75.8086,NO2,16,19,18
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",4/19/2024 21:00:00,30.9028,75.8086,OZONE,12,34,22
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",4/19/2024 21:00:00,31.0325454,76.5623046,PM10,22,166,68
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",4/19/2024 21:00:00,26.470859,74.646594,NO2,15,28,20
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",4/19/2024 21:00:00,27.554793,76.611536,SO2,9,34,18
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",4/19/2024 21:00:00,25.747299,71.393989,PM10,97,258,137
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",4/19/2024 21:00:00,28.194909,76.862296,PM2.5,41,311,142
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",4/19/2024 21:00:00,28.194909,76.862296,NH3,2,21,10
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",4/19/2024 21:00:00,28.207266,76.829265,PM10,26,235,86
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",4/19/2024 21:00:00,28.018792,73.292658,NO2,21,53,33
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",4/19/2024 21:00:00,24.892047,74.623527,SO2,1,15,6
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",4/19/2024 21:00:00,26.895552,76.334753,PM10,109,474,198
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",4/19/2024 21:00:00,26.699557,77.898881,CO,10,34,16
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",4/19/2024 21:00:00,26.902909,75.836858,PM10,35,408,117
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",4/19/2024 21:00:00,26.9164092,75.7994901,OZONE,15,76,60
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",4/19/2024 21:00:00,26.786682,75.827928,OZONE,10,146,121
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",4/19/2024 21:00:00,26.960669,75.771817,OZONE,9,52,48
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",4/19/2024 21:00:00,26.29581,73.082283,OZONE,2,83,80
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",4/19/2024 21:00:00,26.215415,73.070156,NH3,6,28,13
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",4/19/2024 21:00:00,26.506177,77.025989,NH3,8,10,9
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",4/19/2024 21:00:00,26.506177,77.025989,SO2,20,26,22
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",4/19/2024 21:00:00,25.196024,75.855668,PM2.5,17,64,38
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",4/19/2024 21:00:00,25.196024,75.855668,PM10,62,203,129
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",4/19/2024 21:00:00,25.196024,75.855668,NO2,18,64,35
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",4/19/2024 21:00:00,25.14389,75.821256,OZONE,24,74,69
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",4/19/2024 21:00:00,27.213494,73.734444,SO2,3,10,5
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",4/19/2024 21:00:00,27.213494,73.734444,OZONE,41,93,85
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",4/19/2024 21:00:00,25.771061,73.340227,PM2.5,38,224,109
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",4/19/2024 21:00:00,25.771061,73.340227,CO,40,71,52
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",4/19/2024 21:00:00,25.771061,73.340227,OZONE,16,121,66
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",4/19/2024 21:00:00,25.03636,73.883502,NO2,3,22,13
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",4/19/2024 21:00:00,26.031443,76.359327,NH3,1,10,6
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",4/19/2024 21:00:00,26.031443,76.359327,SO2,2,19,5
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",4/19/2024 21:00:00,26.031443,76.359327,OZONE,6,90,66
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",4/19/2024 21:00:00,24.885261,72.857549,SO2,5,19,10
India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",4/19/2024 21:00:00,29.931624,73.864511,SO2,7,13,11
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",4/19/2024 21:00:00,26.159933,75.780517,NH3,3,13,5
